periodo,asesor,fecha_operacion,contrato,comision,valor_neto,porcentaje_comision,forma_pago,numero_recibo,hoja_origen
202507,AE020,2025-07-09 00:00:00,6A76L,347.2,6944.05,0.05,transf,89622,B0001
202508,AE015,2025-08-05 00:00:00,7COGG,4348.48,28989.85,0.15,tc,38673,B0001
202501,AE034,2025-01-29 00:00:00,AQ4XJ,1044.27,10442.71,0.1,tc,36017,B0001
202504,AE034,2025-04-21 00:00:00,VWKKG,90.65,906.49,0.1,efe,37922,B0001
202501,AE036,2025-01-26 00:00:00,43EPO,4628.64,30857.62,0.15,efe,38603,B0001
202502,AE047,2025-02-05 00:00:00,6T95H,1176.36,7842.43,0.15,efe,65456,B0001
202504,AE023,2025-04-02 00:00:00,75U6L,1284.31,12843.08,0.1,tc,91324,B0001
202512,AE022,2025-12-11 00:00:00,307X7,6647.52,44316.78,0.15,tc,74996,B0001
202505,AE036,2025-05-28 00:00:00,GD8QB,868.01,8680.07,0.1,tc,20685,B0001
202507,AE034,2025-07-13 00:00:00,VEEQV,142.12,2842.41,0.05,transf,69433,B0001
202507,AE033,2025-07-25 00:00:00,8SULS,671.29,4475.26,0.15,tc,88289,B0001
202503,AE007,2025-03-19 00:00:00,RM6Y6,177.04,3540.88,0.05,efe,95269,B0001
202511,AE030,2025-11-03 00:00:00,ZCGY0,2837.19,28371.93,0.1,efe,72939,B0001
202509,AE026,2025-09-27 00:00:00,6A76L,485.44,9708.72,0.05,efe,61234,B0001
202501,AE033,2025-01-10 00:00:00,BH634,2814.7,28147.02,0.1,tc,29080,B0001
202508,AE049,2025-08-26 00:00:00,0YBHG,2981.12,29811.23,0.1,efe,22000,B0001
202510,AE042,2025-10-10 00:00:00,1JOEV,442.74,4427.37,0.1,efe,41161,B0001
202509,AE032,2025-09-02 00:00:00,A1147,2558.44,17056.28,0.15,transf,73004,B0001
202504,AE001,2025-04-28 00:00:00,CHG07,2968.93,29689.29,0.1,transf,93888,B0001
202508,AE031,2025-08-16 00:00:00,DODCO,1770.81,11805.43,0.15,tc,98522,B0001
202512,AE023,2025-12-24 00:00:00,1QUT0,757.93,15158.59,0.05,transf,89478,B0001
202505,AE042,2025-05-27 00:00:00,BFZXW,675.78,13515.59,0.05,efe,89679,B0001
202506,AE031,2025-06-22 00:00:00,LAK7O,1254.91,12549.05,0.1,tc,29319,B0001
202511,AE001,2025-11-28 00:00:00,JPOO4,2990.71,29907.13,0.1,transf,58381,B0001
202505,AE043,2025-05-07 00:00:00,CB955,184.33,3686.68,0.05,efe,81063,B0001
202506,AE002,2025-06-22 00:00:00,E0NCV,1537.75,10251.64,0.15,tc,81976,B0001
202503,AE009,2025-03-13 00:00:00,BFZXW,731.52,14630.37,0.05,transf,21279,B0001
202503,AE017,2025-03-28 00:00:00,XIQXA,1209.34,24186.89,0.05,tc,39480,B0001
202504,AE007,2025-04-26 00:00:00,57RUA,6280.57,41870.49,0.15,transf,34384,B0001
202504,AE042,2025-04-17 00:00:00,HZZBV,4573.77,45737.65,0.1,tc,92967,B0001
202503,AE014,2025-03-02 00:00:00,NLGN0,4658.18,46581.78,0.1,efe,67218,B0001
202504,AE050,2025-04-04 00:00:00,2Q2XK,7009.52,46730.1,0.15,tc,91164,B0001
202502,AE014,2025-02-17 00:00:00,FXGG0,2208.88,44177.54,0.05,efe,59834,B0001
202509,AE047,2025-09-03 00:00:00,VWKTQ,1218.68,24373.52,0.05,tc,31011,B0001
202509,AE010,2025-09-23 00:00:00,PLVJC,3744.39,37443.92,0.1,tc,92846,B0001
202504,AE020,2025-04-26 00:00:00,GIMFD,229.24,2292.39,0.1,tc,79462,B0001
202505,AE006,2025-05-21 00:00:00,W25P8,2390.69,23906.89,0.1,efe,30575,B0001
202507,AE041,2025-07-09 00:00:00,HVYY8,1582.1,31641.95,0.05,tc,37922,B0001
202507,AE011,2025-07-07 00:00:00,L6D10,6668.71,44458.09,0.15,efe,64722,B0001
202509,AE001,2025-09-16 00:00:00,8EKCQ,2568.55,25685.53,0.1,tc,14202,B0001
202503,AE009,2025-03-23 00:00:00,IBAGW,495.07,9901.49,0.05,transf,47351,B0001
202501,AE006,2025-01-09 00:00:00,U80O2,1238.22,24764.38,0.05,tc,42764,B0001
202501,AE046,2025-01-16 00:00:00,AV9RC,1825.45,18254.54,0.1,tc,72562,B0001
202512,AE049,2025-12-24 00:00:00,9X54K,1808.49,18084.87,0.1,tc,56609,B0001
202502,AE009,2025-02-16 00:00:00,U8IT4,2453.2,24532.02,0.1,efe,13318,B0001
202501,AE031,2025-01-06 00:00:00,TUBJ8,3717.92,24786.14,0.15,transf,15253,B0001
202507,AE015,2025-07-31 00:00:00,BBU3Z,630.86,6308.62,0.1,tc,42888,B0001
202507,AE044,2025-07-14 00:00:00,WQH0Q,6382.64,42550.91,0.15,efe,13085,B0001
202503,AE017,2025-03-20 00:00:00,2KHEI,4252.28,42522.78,0.1,tc,89943,B0001
202505,AE024,2025-05-15 00:00:00,THN2C,2941.91,19612.72,0.15,transf,88701,B0001
202505,AE024,2025-05-02 00:00:00,5761C,1330.13,26602.66,0.05,tc,24175,B0001
202512,AE020,2025-12-11 00:00:00,IRDCP,4783.1,47831.03,0.1,transf,38081,B0001
202501,AE006,2025-01-28 00:00:00,PC8JO,291.18,2911.84,0.1,transf,94426,B0001
202501,AE002,2025-01-30 00:00:00,6UC7N,364.77,7295.42,0.05,efe,55234,B0001
202506,AE031,2025-06-06 00:00:00,MT8QT,1794.67,35893.47,0.05,efe,71462,B0001
202503,AE029,2025-03-09 00:00:00,V93S5,210.31,2103.1,0.1,efe,43734,B0001
202507,AE026,2025-07-22 00:00:00,0ZN3E,1422.91,14229.06,0.1,tc,63503,B0001
202505,AE019,2025-05-29 00:00:00,WOUWQ,1584.48,10563.17,0.15,efe,68184,B0001
202510,AE042,2025-10-15 00:00:00,M89WU,6721.31,44808.75,0.15,efe,89145,B0001
202505,AE024,2025-05-17 00:00:00,QXTXO,3522.12,35221.15,0.1,tc,29716,B0001
202503,AE034,2025-03-07 00:00:00,BJE7Z,7095.84,47305.62,0.15,transf,30489,B0001
202509,AE011,2025-09-27 00:00:00,7D9TX,3830.47,38304.72,0.1,efe,29452,B0001
202501,AE021,2025-01-05 00:00:00,W7KB6,2056.93,20569.34,0.1,transf,85951,B0001
202510,AE036,2025-10-02 00:00:00,ILOV7,5598.66,37324.43,0.15,transf,21321,B0001
202512,AE015,2025-12-23 00:00:00,O0V0C,3871,38710.03,0.1,transf,36170,B0001
202501,AE048,2025-01-05 00:00:00,4YWV8,2693.78,17958.5,0.15,transf,73997,B0001
202508,AE026,2025-08-29 00:00:00,FTCEN,1712.05,34240.98,0.05,transf,26053,B0001
202506,AE014,2025-06-22 00:00:00,NAZJD,2016.9,20169.01,0.1,transf,36686,B0001
202511,AE001,2025-11-15 00:00:00,PEJ88,1113.77,22275.49,0.05,efe,49686,B0001
202510,AE048,2025-10-15 00:00:00,XIQXA,1162.79,23255.77,0.05,efe,79924,B0001
202501,AE008,2025-01-17 00:00:00,7K7CS,934.4,9343.95,0.1,transf,43874,B0001
202502,AE034,2025-02-20 00:00:00,IMDVG,3575.69,35756.93,0.1,efe,36675,B0001
202512,AE002,2025-12-13 00:00:00,Q4GVF,442.17,4421.71,0.1,tc,82636,B0001
202512,AE010,2025-12-07 00:00:00,85DJU,302.52,3025.23,0.1,transf,60983,B0001
202509,AE040,2025-09-11 00:00:00,QL4H6,3303.9,33038.97,0.1,efe,96248,B0001
202508,AE031,2025-08-25 00:00:00,NWW1B,1454.28,29085.6,0.05,efe,42473,B0001
202504,AE019,2025-04-02 00:00:00,SCXC9,2408.99,24089.86,0.1,transf,61328,B0001
202503,AE020,2025-03-01 00:00:00,UA19K,603.65,6036.5,0.1,tc,45502,B0001
202507,AE039,2025-07-07 00:00:00,M4I2F,1730.92,17309.22,0.1,transf,35725,B0001
202510,AE023,2025-10-16 00:00:00,9JY9D,805.99,8059.92,0.1,efe,92551,B0001
202508,AE021,2025-08-26 00:00:00,Q1GGI,978.46,6523.09,0.15,efe,76924,B0001
202510,AE003,2025-10-02 00:00:00,WOFSB,3420.94,34209.35,0.1,transf,81994,B0001
202507,AE015,2025-07-29 00:00:00,OP14D,1018.67,10186.7,0.1,tc,36377,B0001
202508,AE019,2025-08-03 00:00:00,EC1FF,515.1,5151.03,0.1,tc,85598,B0001
202512,AE017,2025-12-27 00:00:00,L5SUR,1552.31,15523.13,0.1,tc,62247,B0001
202501,AE013,2025-01-11 00:00:00,DF8IY,5935.24,39568.26,0.15,efe,77141,B0001
202511,AE023,2025-11-28 00:00:00,I2V5H,3144.98,31449.79,0.1,transf,90084,B0001
202504,AE033,2025-04-30 00:00:00,540PM,1722.34,11482.26,0.15,tc,11273,B0001
202506,AE036,2025-06-18 00:00:00,HGVMD,2430.54,48610.84,0.05,efe,20663,B0001
202508,AE036,2025-08-11 00:00:00,MK237,5034.98,33566.54,0.15,transf,43784,B0001
202509,AE026,2025-09-23 00:00:00,YNCFL,3316.85,33168.45,0.1,efe,87658,B0001
202506,AE031,2025-06-17 00:00:00,ORLM1,4260.17,42601.72,0.1,transf,66354,B0001
202508,AE008,2025-08-04 00:00:00,ZHE36,5587.72,37251.44,0.15,tc,80922,B0001
202508,AE049,2025-08-21 00:00:00,4NZIJ,214.98,2149.77,0.1,tc,95599,B0001
202505,AE036,2025-05-14 00:00:00,40GU5,4396.97,43969.67,0.1,tc,66304,B0001
202506,AE014,2025-06-10 00:00:00,FLP51,4739.73,47397.26,0.1,tc,39508,B0001
202505,AE042,2025-05-01 00:00:00,KFMGG,4914.87,32765.8,0.15,transf,70579,B0001
202512,AE021,2025-12-24 00:00:00,QVK88,1636.12,16361.17,0.1,efe,93332,B0001
202506,AE014,2025-06-16 00:00:00,5E8PN,4883.38,48833.77,0.1,efe,55141,B0001
202509,AE026,2025-09-10 00:00:00,6LF0M,1151.97,11519.72,0.1,tc,39779,B0001
202510,AE006,2025-10-07 00:00:00,767UY,6717.62,44784.13,0.15,efe,95453,B0001
202510,AE029,2025-10-28 00:00:00,IU5FU,2013.05,13420.33,0.15,tc,27073,B0001
202507,AE046,2025-07-17 00:00:00,88JFY,591.1,11821.99,0.05,efe,75274,B0001
202506,AE050,2025-06-03 00:00:00,1VDFP,1583.09,31661.84,0.05,tc,78227,B0001
202512,AE048,2025-12-06 00:00:00,0M4EU,3790.06,37900.64,0.1,tc,61427,B0001
202507,AE019,2025-07-24 00:00:00,Z6PSZ,2256.1,22561,0.1,tc,23642,B0001
202508,AE040,2025-08-13 00:00:00,NWUFJ,1524.12,30482.38,0.05,efe,95512,B0001
202505,AE009,2025-05-29 00:00:00,81PO2,2118.94,21189.38,0.1,transf,31271,B0001
202506,AE019,2025-06-03 00:00:00,REA85,206.97,2069.68,0.1,tc,27274,B0001
202508,AE002,2025-08-10 00:00:00,I4FQN,558.04,11160.73,0.05,tc,42067,B0001
202503,AE003,2025-03-17 00:00:00,7FEIE,821.93,16438.65,0.05,transf,44262,B0001
202507,AE004,2025-07-04 00:00:00,1RIW5,2562.43,17082.87,0.15,transf,71062,B0001
202511,AE025,2025-11-04 00:00:00,X2EM4,921.95,6146.32,0.15,tc,65012,B0001
202503,AE026,2025-03-10 00:00:00,CF9H9,3164.72,31647.22,0.1,transf,56775,B0001
202509,AE013,2025-09-10 00:00:00,R6Q6S,1829.82,18298.24,0.1,tc,74739,B0001
202510,AE010,2025-10-31 00:00:00,IBKJK,7130.15,47534.32,0.15,tc,45851,B0001
202502,AE027,2025-02-17 00:00:00,IVHMC,702.21,7022.09,0.1,tc,11263,B0001
202502,AE006,2025-02-11 00:00:00,0I1AA,4749.34,31662.29,0.15,tc,38089,B0001
202502,AE003,2025-02-19 00:00:00,56U91,3134.35,31343.52,0.1,efe,19071,B0001
202509,AE047,2025-09-24 00:00:00,7EWOO,1647.52,32950.4,0.05,transf,35817,B0001
202503,AE026,2025-03-03 00:00:00,T7YSR,4117.12,41171.17,0.1,efe,43244,B0001
202509,AE031,2025-09-26 00:00:00,L3UKR,1392.43,27848.66,0.05,tc,80451,B0001
202503,AE031,2025-03-10 00:00:00,AETEZ,2122.4,42447.94,0.05,efe,62767,B0001
202504,AE018,2025-04-16 00:00:00,I4XGJ,320.9,6417.93,0.05,efe,20553,B0001
202509,AE033,2025-09-11 00:00:00,ZIDYJ,3004.23,30042.26,0.1,transf,93160,B0001
202509,AE042,2025-09-28 00:00:00,3TOHT,4625.38,30835.87,0.15,transf,81820,B0001
202501,AE020,2025-01-13 00:00:00,PM768,1251.86,25037.27,0.05,transf,44509,B0001
202507,AE017,2025-07-15 00:00:00,OX0F9,3677.2,36772.03,0.1,tc,72884,B0001
202504,AE021,2025-04-11 00:00:00,BCIMA,125.4,2508.08,0.05,transf,29087,B0001
202510,AE018,2025-10-31 00:00:00,Y1NV8,783.7,15674.02,0.05,transf,40164,B0001
202502,AE016,2025-02-14 00:00:00,WAJLK,1509.99,10066.58,0.15,efe,84004,B0001
202508,AE002,2025-08-10 00:00:00,TSQC4,1484.38,29687.54,0.05,efe,34323,B0001
202512,AE023,2025-12-13 00:00:00,SLY9S,3622.43,24149.54,0.15,transf,13634,B0001
202511,AE017,2025-11-24 00:00:00,JOAYU,2882.23,19214.87,0.15,tc,24431,B0001
202509,AE025,2025-09-23 00:00:00,UNQ33,1875.01,37500.13,0.05,efe,82827,B0001
202501,AE016,2025-01-28 00:00:00,GC51O,5423.1,36154.01,0.15,tc,67057,B0001
202507,AE029,2025-07-31 00:00:00,9QJ08,4276.55,42765.5,0.1,transf,86861,B0001
202506,AE026,2025-06-05 00:00:00,3GQU2,755.77,15115.37,0.05,tc,20769,B0001
202511,AE019,2025-11-25 00:00:00,J9SFI,3955.97,39559.73,0.1,tc,71090,B0001
202503,AE044,2025-03-16 00:00:00,PYJFB,565.33,11306.61,0.05,efe,25288,B0001
202506,AE012,2025-06-04 00:00:00,URVZI,2068.15,41363.06,0.05,efe,17238,B0001
202505,AE026,2025-05-10 00:00:00,DF32W,4215.08,42150.77,0.1,efe,54202,B0001
202506,AE023,2025-06-09 00:00:00,DY4A0,963.44,19268.72,0.05,tc,90241,B0001
202510,AE024,2025-10-30 00:00:00,56U91,2608.85,26088.46,0.1,efe,16699,B0001
202507,AE036,2025-07-20 00:00:00,ZDZYD,1157.95,23158.96,0.05,efe,80209,B0001
202501,AE006,2025-01-25 00:00:00,F9KXD,3416.73,34167.25,0.1,tc,92736,B0001
202511,AE009,2025-11-16 00:00:00,ZOGDC,494.27,9885.36,0.05,tc,71101,B0001
202504,AE030,2025-04-14 00:00:00,IOG3P,170.52,1705.23,0.1,efe,68941,B0001
202511,AE039,2025-11-19 00:00:00,RVWVI,316.82,2112.12,0.15,tc,40486,B0001
202501,AE034,2025-01-19 00:00:00,WJP3L,1098.86,7325.71,0.15,efe,95969,B0001
202510,AE033,2025-10-23 00:00:00,7AKLF,2508.35,25083.51,0.1,transf,50790,B0001
202512,AE047,2025-12-24 00:00:00,4VT5J,1648.96,16489.56,0.1,efe,46007,B0001
202501,AE019,2025-01-22 00:00:00,WCEBJ,4990.58,49905.77,0.1,efe,94138,B0001
202506,AE010,2025-06-15 00:00:00,LJ0R2,3025.83,30258.25,0.1,tc,33106,B0001
202512,AE015,2025-12-04 00:00:00,2CID0,2798.18,27981.77,0.1,tc,16965,B0001
202509,AE021,2025-09-12 00:00:00,2RAWZ,3324.89,33248.87,0.1,transf,35253,B0001
202511,AE003,2025-11-02 00:00:00,4J79J,1778.63,35572.61,0.05,transf,29691,B0001
202507,AE014,2025-07-20 00:00:00,5ZZDT,1523.03,10153.51,0.15,transf,97392,B0001
202501,AE008,2025-01-12 00:00:00,LW9S0,302.2,3022.01,0.1,efe,10726,B0001
202505,AE021,2025-05-14 00:00:00,E54T5,1929.66,12864.38,0.15,efe,90300,B0001
202509,AE026,2025-09-05 00:00:00,E3EIE,741.57,7415.74,0.1,efe,92957,B0001
202509,AE033,2025-09-26 00:00:00,ZGI4K,961.34,9613.44,0.1,efe,98000,B0001
202509,AE015,2025-09-27 00:00:00,ZV7AI,4392.84,43928.39,0.1,transf,77462,B0001
202512,AE028,2025-12-15 00:00:00,0NX4C,608.12,12162.3,0.05,transf,22120,B0001
202501,AE039,2025-01-11 00:00:00,S5WK8,2145.82,42916.35,0.05,tc,94138,B0001
202501,AE010,2025-01-12 00:00:00,01YFO,3035.95,20239.65,0.15,transf,92144,B0001
202509,AE023,2025-09-09 00:00:00,N8S1L,3844.11,25627.42,0.15,transf,11153,B0001
202502,AE017,2025-02-18 00:00:00,9HUXG,1405.89,28117.7,0.05,transf,63632,B0001
202502,AE016,2025-02-05 00:00:00,AA10S,7214.23,48094.86,0.15,tc,23537,B0001
202503,AE006,2025-03-18 00:00:00,UA616,368.89,3688.89,0.1,transf,77825,B0001
202509,AE005,2025-09-28 00:00:00,KK3PW,4315.09,43150.87,0.1,tc,54616,B0001
202502,AE024,2025-02-23 00:00:00,OVN3G,1646.7,10977.98,0.15,efe,34673,B0001
202503,AE008,2025-03-17 00:00:00,2PDV9,2429.25,48584.92,0.05,tc,44183,B0001
202511,AE041,2025-11-13 00:00:00,PPVRH,3486.29,34862.94,0.1,transf,93031,B0001
202512,AE042,2025-12-23 00:00:00,5OGZB,4962.62,49626.15,0.1,tc,35721,B0001
202507,AE015,2025-07-02 00:00:00,RXB2H,1353.07,9020.44,0.15,transf,21118,B0001
202504,AE025,2025-04-15 00:00:00,RZFSR,2998.17,19987.79,0.15,transf,89418,B0001
202504,AE001,2025-04-17 00:00:00,KQEA0,1609.33,32186.68,0.05,efe,92752,B0001
202503,AE027,2025-03-21 00:00:00,KJAUL,2509.94,25099.38,0.1,transf,89321,B0001
202504,AE010,2025-04-16 00:00:00,39XG4,587.78,5877.76,0.1,efe,73083,B0001
202502,AE028,2025-02-26 00:00:00,OK6R0,4656.54,46565.36,0.1,transf,30758,B0001
202508,AE043,2025-08-26 00:00:00,D0CDR,263.28,5265.68,0.05,efe,31590,B0001
202511,AE044,2025-11-08 00:00:00,6GYX4,3738.04,37380.39,0.1,efe,67703,B0001
202508,AE022,2025-08-23 00:00:00,SRED6,6155.72,41038.14,0.15,tc,33959,B0001
202501,AE050,2025-01-14 00:00:00,C4ACC,196.27,1962.73,0.1,tc,19179,B0001
202507,AE050,2025-07-13 00:00:00,LAB0H,2707.4,27073.99,0.1,efe,20361,B0001
202509,AE023,2025-09-08 00:00:00,AINAX,2499.47,24994.71,0.1,efe,68299,B0001
202505,AE013,2025-05-16 00:00:00,95ROJ,2547.87,25478.69,0.1,tc,75884,B0001
202508,AE049,2025-08-01 00:00:00,PSMDQ,2469.53,16463.55,0.15,efe,48914,B0001
202508,AE039,2025-08-20 00:00:00,MS2EQ,675.99,13519.73,0.05,efe,58210,B0001
202508,AE013,2025-08-18 00:00:00,CV8ZR,5838.11,38920.76,0.15,transf,21707,B0001
202511,AE023,2025-11-11 00:00:00,7QF6G,303.74,6074.84,0.05,transf,50993,B0001
202504,AE029,2025-04-11 00:00:00,6SX4E,2157.67,43153.33,0.05,transf,56636,B0001
202503,AE024,2025-03-26 00:00:00,WYMR6,86.6,866.02,0.1,transf,42765,B0001
202504,AE034,2025-04-17 00:00:00,LGGBC,3333.13,33331.27,0.1,efe,62127,B0001
202506,AE007,2025-06-16 00:00:00,BKW3Y,2547.84,16985.59,0.15,efe,36875,B0001
202512,AE026,2025-12-06 00:00:00,0WQG3,4882.52,48825.2,0.1,transf,67265,B0001
202507,AE011,2025-07-14 00:00:00,5HQ6N,1457.3,29146.01,0.05,tc,60730,B0001
202511,AE011,2025-11-12 00:00:00,88PKH,1881.25,37624.94,0.05,tc,23115,B0001
202508,AE034,2025-08-09 00:00:00,VEGLB,1744.06,34881.29,0.05,efe,86780,B0001
202509,AE024,2025-09-23 00:00:00,TFAQX,556.26,11125.13,0.05,efe,93149,B0001
202508,AE043,2025-08-11 00:00:00,5H9PX,2308.64,46172.79,0.05,transf,92957,B0001
202507,AE029,2025-07-23 00:00:00,TXRN1,1397.49,27949.89,0.05,tc,68591,B0001
202503,AE030,2025-03-20 00:00:00,79FP4,189.37,1893.66,0.1,transf,56089,B0001
202507,AE023,2025-07-12 00:00:00,B2603,946.63,9466.26,0.1,efe,28510,B0001
202504,AE025,2025-04-03 00:00:00,GRQ7M,6372.9,42485.97,0.15,tc,12672,B0001
202501,AE019,2025-01-02 00:00:00,F5PNU,787.81,5252.08,0.15,tc,92608,B0001
202504,AE018,2025-04-28 00:00:00,4BKBO,1936.16,19361.57,0.1,tc,68472,B0001
202511,AE010,2025-11-11 00:00:00,EV954,4433.76,44337.55,0.1,efe,25279,B0001
202510,AE023,2025-10-11 00:00:00,UBN2R,3470.68,23137.84,0.15,transf,39374,B0001
202501,AE034,2025-01-09 00:00:00,RTYYH,69.94,1398.71,0.05,transf,58646,B0001
202510,AE009,2025-10-03 00:00:00,RMULB,1788.09,35761.81,0.05,transf,27019,B0001
202508,AE048,2025-08-28 00:00:00,X014Q,546.1,10921.96,0.05,transf,34041,B0001
202511,AE005,2025-11-29 00:00:00,2GAT3,1029.95,10299.52,0.1,efe,22842,B0001
202508,AE025,2025-08-30 00:00:00,Y100H,3738.22,37382.21,0.1,efe,79607,B0001
202503,AE004,2025-03-30 00:00:00,OVN3G,3964.17,26427.78,0.15,transf,73315,B0001
202509,AE016,2025-09-18 00:00:00,BSVPP,1817.2,36344.07,0.05,efe,14773,B0001
202508,AE050,2025-08-05 00:00:00,5OCIQ,6674.08,44493.89,0.15,transf,68423,B0001
202504,AE049,2025-04-30 00:00:00,HIMAF,626.79,4178.59,0.15,transf,49684,B0001
202506,AE015,2025-06-11 00:00:00,QVTFE,2413.12,24131.24,0.1,efe,26844,B0001
202505,AE025,2025-05-15 00:00:00,4ZY88,478.03,4780.25,0.1,efe,37263,B0001
202508,AE049,2025-08-02 00:00:00,N7JPH,1390.26,9268.41,0.15,tc,14742,B0001
202511,AE042,2025-11-02 00:00:00,KSOUP,3818.49,38184.85,0.1,transf,65509,B0001
202506,AE025,2025-06-08 00:00:00,H75FR,1916.38,19163.81,0.1,efe,91495,B0001
202505,AE007,2025-05-22 00:00:00,NT12Q,2732.21,27322.14,0.1,tc,36030,B0001
202503,AE050,2025-03-20 00:00:00,B85H3,2268.71,15124.73,0.15,tc,56771,B0001
202502,AE011,2025-02-10 00:00:00,V8IXF,1097.3,10972.99,0.1,efe,31025,B0001
202506,AE009,2025-06-10 00:00:00,F4J4Q,4627.39,46273.92,0.1,efe,57105,B0001
202512,AE016,2025-12-14 00:00:00,PKXNZ,779.1,15582.03,0.05,transf,84553,B0001
202503,AE010,2025-03-13 00:00:00,4ISHE,1790.51,17905.13,0.1,transf,42889,B0001
202505,AE012,2025-05-22 00:00:00,CZ99D,2595.87,17305.83,0.15,efe,89976,B0001
202502,AE018,2025-02-20 00:00:00,HAHY6,185.56,3711.24,0.05,tc,33481,B0001
202507,AE047,2025-07-25 00:00:00,UDS1I,2210.44,22104.39,0.1,efe,70334,B0001
202501,AE008,2025-01-26 00:00:00,5OSKJ,491.67,9833.46,0.05,tc,61655,B0001
202508,AE032,2025-08-21 00:00:00,6BWRK,168.73,1687.28,0.1,tc,77485,B0001
202512,AE050,2025-12-26 00:00:00,DWYSL,4276.78,28511.84,0.15,efe,75838,B0001
202510,AE043,2025-10-25 00:00:00,A36T4,943.41,6289.39,0.15,tc,82360,B0001
202501,AE012,2025-01-11 00:00:00,NEKBR,453.63,4536.29,0.1,transf,96680,B0001
202509,AE046,2025-09-29 00:00:00,UAUNR,89.36,893.56,0.1,tc,78227,B0001
202511,AE013,2025-11-15 00:00:00,NY61Y,2290.49,45809.79,0.05,transf,87502,B0001
202502,AE023,2025-02-10 00:00:00,QPK0T,879.9,17597.96,0.05,efe,90830,B0001
202501,AE040,2025-01-20 00:00:00,LXS7S,2456.2,24562.01,0.1,transf,57730,B0001
202509,AE009,2025-09-16 00:00:00,P47MX,4466.54,44665.41,0.1,efe,38937,B0001
202510,AE026,2025-10-19 00:00:00,492L2,1263.38,25267.59,0.05,tc,76241,B0001
202503,AE013,2025-03-20 00:00:00,9RA4U,4870.35,48703.48,0.1,tc,34176,B0001
202502,AE047,2025-02-13 00:00:00,STO3B,4170.09,27800.61,0.15,transf,18344,B0001
202508,AE040,2025-08-14 00:00:00,3LNU5,4018.3,40182.99,0.1,efe,58917,B0001
202505,AE007,2025-05-22 00:00:00,F8AOZ,4517.53,30116.86,0.15,tc,98977,B0001
202502,AE050,2025-02-17 00:00:00,026ON,1701.92,17019.22,0.1,transf,26314,B0001
202506,AE042,2025-06-11 00:00:00,O1IGU,2041.37,40827.41,0.05,tc,91154,B0001
202506,AE004,2025-06-06 00:00:00,6J6CQ,1450.77,29015.33,0.05,efe,74804,B0001
202509,AE011,2025-09-16 00:00:00,J1UHT,2443.95,48878.96,0.05,tc,26496,B0001
202510,AE028,2025-10-24 00:00:00,C3ZX4,3242.21,21614.76,0.15,tc,45011,B0001
202504,AE029,2025-04-23 00:00:00,HGXLN,1212.96,24259.25,0.05,efe,36568,B0001
202507,AE050,2025-07-14 00:00:00,QIB9W,2472.68,49453.69,0.05,efe,72914,B0001
202501,AE017,2025-01-25 00:00:00,31EF4,2212.66,22126.57,0.1,efe,77538,B0001
202507,AE019,2025-07-25 00:00:00,TX7JB,4832.53,48325.29,0.1,tc,32195,B0001
202501,AE034,2025-01-31 00:00:00,W4LF3,4566.65,45666.5,0.1,transf,42839,B0001
202506,AE050,2025-06-22 00:00:00,CXBX3,1171.49,23429.72,0.05,efe,34286,B0001
202504,AE036,2025-04-30 00:00:00,4DGU5,1345.97,26919.45,0.05,transf,93160,B0001
202512,AE030,2025-12-13 00:00:00,R2FJO,5525.86,36839.04,0.15,efe,93177,B0001
202509,AE041,2025-09-03 00:00:00,A5FCJ,1809.34,18093.41,0.1,efe,39082,B0001
202511,AE009,2025-11-05 00:00:00,1JFR3,3098.67,30986.7,0.1,efe,39717,B0001
202511,AE031,2025-11-15 00:00:00,H0Q8Y,3238.52,32385.16,0.1,tc,60120,B0001
202503,AE026,2025-03-19 00:00:00,GYPZX,862.53,17250.69,0.05,efe,45268,B0001
202506,AE012,2025-06-01 00:00:00,NV0XP,911.5,18229.9,0.05,efe,89431,B0001
202507,AE042,2025-07-08 00:00:00,SGSX8,4836.43,48364.34,0.1,efe,20237,B0001
202512,AE017,2025-12-23 00:00:00,MAU5Q,404.4,4043.98,0.1,efe,71167,B0001
202511,AE024,2025-11-25 00:00:00,3ECA2,873.34,5822.29,0.15,transf,96219,B0001
202511,AE018,2025-11-18 00:00:00,5HWEU,2327.68,23276.83,0.1,transf,85883,B0001
202504,AE007,2025-04-05 00:00:00,VILHO,1545.21,10301.41,0.15,efe,35563,B0001
202503,AE001,2025-03-23 00:00:00,V9M9M,1572.22,31444.42,0.05,tc,63934,B0001
202508,AE027,2025-08-14 00:00:00,9HUXG,1582.81,31656.16,0.05,tc,26167,B0001
202502,AE029,2025-02-06 00:00:00,8SULS,7248.51,48323.41,0.15,efe,16878,B0001
202503,AE004,2025-03-27 00:00:00,R2FJO,5152.57,34350.44,0.15,tc,95179,B0001
202506,AE006,2025-06-26 00:00:00,OK6R0,4271.85,42718.46,0.1,transf,98051,B0001
202512,AE039,2025-12-24 00:00:00,0C905,466.88,9337.56,0.05,tc,36919,B0001
202504,AE002,2025-04-17 00:00:00,OTC9H,2046.08,20460.76,0.1,tc,48892,B0001
202504,AE039,2025-04-09 00:00:00,LXS7S,3602.39,36023.89,0.1,transf,43383,B0001
202512,AE008,2025-12-15 00:00:00,XKXFN,3835.28,38352.82,0.1,efe,94544,B0001
202507,AE047,2025-07-12 00:00:00,X8OVH,5223.48,34823.2,0.15,efe,14052,B0001
